,Winery,Average Temperature (Kelvin),Average Air Pressure (hPa),Average Humidity (%),Average Daily Precipitation (mm)
4538,Domaine d'Ardhuy winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4539,Eternal winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
4540,Lobo Hills winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
4541,Marqués de la Concordia winery Spain,277.83250000000004,1016.2874999999999,81.91,0.0475
4542,Les Héritiers du Comte Lafon winery France,277.3075,1019.2425,81.31,0.0925
4543,Meierer winery Germany,275.71,1014.9425,92.215,0.135
4544,Domaine Specht winery France,275.945,1014.6075,86.3125,0.1975
4545,Latah Creek winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
4546,Bluestone winery US,277.4675,1019.2974999999999,70.09,0.1225
4547,E16 winery US,280.0375,1020.4000000000001,73.5425,0.07
4548,North Gate winery US,275.39,1018.99,70.985,0.10500000000000001
4549,Montalvo Wilmot winery Spain,278.13,1017.3025,81.015,0.01
4550,Arrocal winery Spain,277.0025,984.925,83.4625,0.1
4551,Dillon winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
4552,Rust en Vrede winery South Africa,293.11,1003.365,66.9275,0.255
4553,Domaine Sautereau winery France,278.405,1019.5975,90.47500000000001,0.0625
4554,Brigadoon winery US,265.975,1016.24,76.25,0.0075
4555,Fairbank Sutton Grange winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
4556,Darting winery Germany,276.91,1018.3774999999999,87.415,0.13
4557,Starry Night winery US,282.0375,1019.6025,73.3925,0.1125
4558,Bird in Hand winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
4559,Cinder winery US,268.67499999999995,1022.525,81.3175,0.02
4560,Mil Piedras winery Argentina,276.885,1020.4425,71.7725,0.19
4561,Moon Mountain Vineyard winery US,281.03249999999997,1018.5,79.155,0.0775
4562,Château Carignan winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4563,Mullineux winery South Africa,293.11,1003.365,66.9275,0.255
4564,Vins d'Orrance winery South Africa,294.2625,1013.0525,70.8775,0.265
4565,Redmon winery US,281.03249999999997,1018.5,79.155,0.0775
4566,Obrien & Obrien winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
4567,Paetra winery US,272.165,1016.14,71.2475,0.135
4568,Pierre Morin winery France,278.405,1019.5975,90.47500000000001,0.0625
4569,Feliz Noche winery US,285.08,1018.895,58.4075,0.01
4570,Provincial Vineyards winery US,276.21999999999997,1020.7850000000001,74.96000000000001,0.14
4571,Quinta da Romaneira winery Portugal,284.04,1021.5799999999999,85.51750000000001,0.085
4572,Bird winery New Zealand,291.85249999999996,1012.8599999999999,83.14500000000001,0.1575
4573,Toi Toi winery New Zealand,290.48,1011.495,78.5125,0.145
4574,Feudi di San Gregorio winery Italy,281.795,1016.4649999999999,76.93,0.06
4575,Valle Reale winery Italy,281.2,1018.435,78.19749999999999,0.024999999999999998
4576,Laudun Chusclan winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
4577,Voila! winery US,276.885,1020.4425,71.7725,0.19
4578,Château de Marsan winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4579,Delectus winery US,281.03249999999997,1018.5,79.155,0.0775
4580,Domaine du Claouset winery France,274.765,1020.09,75.65,0.1575
4581,Wind Rose winery US,276.80249999999995,1018.28,84.1975,0.1475
4582,Pangloss Cellars winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
4583,Tendril winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
4584,Chapel Hill winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
4585,Tyrus Evan winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
4586,The Forager winery US,273.7775,1017.2824999999999,66.38,0.1125
4587,Chalone winery US,282.145,1019.67,71.3375,0.0475
4588,Gradis'ciutta winery Italy,277.61,1016.7075,79.6325,0.14750000000000002
4589,Paul Blanck winery France,275.945,1014.6075,86.3125,0.1975
4590,Château les Bertrands winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4591,Nightstar winery Germany,272.25250000000005,1020.925,75.6575,0.08000000000000002
4592,St. Michael Weinkellerei winery Germany,275.71,1014.9425,92.215,0.135
4593,MaidenStoen winery US,280.2,1020.225,66.68,0.0125
4594,Château Marsau winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4595,Friedrich-Wilhelm-Gymnasium winery Germany,275.71,1014.9425,92.215,0.135
4596,Domaine de la Villaudière winery France,278.405,1019.5975,90.47500000000001,0.0625
4597,Domaine Vincent Delaporte winery France,278.405,1019.5975,90.47500000000001,0.0625
4598,Basico winery Spain,277.83250000000004,1016.2874999999999,81.91,0.0475
4599,Monte del Frá winery Italy,275.7675,1016.0975000000001,83.08749999999999,0.11
4600,Tyee Wine Cellars winery US,276.025,1019.8875,85.45249999999999,0.057499999999999996
4601,Meteor winery US,280.7575,1020.3425,73.895,0.10250000000000001
4602,Hughes Wellman winery US,277.855,1019.3675000000001,72.9025,0.355
4603,Gen5 winery US,268.72249999999997,1016.4975,65.2025,0.0275
4604,Domaine des Levrys winery France,278.405,1019.5975,90.47500000000001,0.0625
4605,Leyendas de Familia winery Chile,294.26750000000004,1004.5550000000001,47.05500000000001,0.0
4606,Brassfield winery US,281.03249999999997,1018.5,79.155,0.0775
4607,Domaine de l'Arlot winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4608,Scharffenberger winery US,281.03249999999997,1018.5,79.155,0.0775
4609,Springhill Cellars winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
4610,Twin Oaks winery US,272.25250000000005,1020.925,75.6575,0.08000000000000002
4611,Vincent winery France,280.355,1010.9225,69.8325,0.115
4612,Château Grande Cassagne winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
4613,Bernat winery US,274.85249999999996,1019.1274999999999,78.0425,0.1
4614,Carlton Hill winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
4615,Hilary Goldschmidt winery US,281.03249999999997,1018.5,79.155,0.0775
4616,Vasco Urbano winery US,281.6275,1018.985,73.14750000000001,0.0775
4617,12C Wines winery US,268.67499999999995,1022.525,81.3175,0.02
4618,Challenger Ridge winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
4619,Heartfelt winery US,282.2225,1020.27,71.685,0.1225
4620,Silver Spur winery US,279.025,1021.5325,71.47,0.1975
4621,The Counselor winery US,281.03249999999997,1018.5,79.155,0.0775
4622,Page Cellars winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
4623,Bodegas Faustino winery Spain,277.83250000000004,1016.2874999999999,81.91,0.0475
4624,Gritsch Mauritiushof winery Austria,274.24749999999995,1016.4425,79.965,0.295
4625,Durbanville Hills winery South Africa,294.2625,1013.0525,70.8775,0.265
4626,Mayro-Murdick winery US,282.145,1019.67,71.3375,0.0475
4627,Vignobles Grandeau winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4628,Château Suau winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4629,Lagarde winery Argentina,296.04,971.94,46.01,0.0125
4630,Masked Rider winery US,266.66249999999997,1019.8225,74.75750000000001,0.005
4631,Kana winery US,269.095,1001.7425,80.53,0.065
4632,Montoya winery US,274.765,1020.09,75.65,0.1575
4633,Viña Litoral winery Chile,289.5225,1011.4300000000001,74.805,0.0
4634,W. Gisselbrecht winery France,275.945,1014.6075,86.3125,0.1975
4635,La Valentina winery Italy,281.2,1018.435,78.19749999999999,0.024999999999999998
4636,Lagaria winery Italy,278.565,1019.0525,77.695,0.2825
4637,Le Drunk Rooster winery France,277.375,1020.0125,79.19749999999999,0.23500000000000001
4638,Nittnaus Anita und Hans winery Austria,273.9,1018.9325,85.6,0.030000000000000002
4639,Talamonti winery Italy,281.2,1018.435,78.19749999999999,0.024999999999999998
4640,Il Poggione winery Italy,278.1275,1015.0025,83.47749999999999,0.12250000000000001
4641,Sofia winery US,276.885,1020.4425,71.7725,0.19
4642,Ex winery US,276.885,1020.4425,71.7725,0.19
4643,Puget Purveyors winery US,276.4775,1019.8925,81.3675,0.16999999999999998
4644,Alma de Cattleya winery US,281.03249999999997,1018.5,79.155,0.0775
4645,Don Cristobal 1492 winery Argentina,296.04,971.94,46.01,0.0125
4646,Pure Cru winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
4647,Château Lastours winery France,282.0174999999999,1014.2975,63.565,0.0075
4648,Domaine de Millet winery France,278.405,1019.5975,90.47500000000001,0.0625
4649,Delaire Graff winery South Africa,293.11,1003.365,66.9275,0.255
4650,Alta winery US,269.095,1001.7425,80.53,0.065
4651,Tenuta Le Velette winery Italy,278.1475,1014.4449999999999,81.8675,0.1825
4652,Salena Estate winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
4653,Tinhof winery Austria,274.24749999999995,1016.4425,79.965,0.295
4654,Domaine Louis Moreau winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4655,Equinox winery US,281.61,1019.87,73.3725,0.0825
4656,Château Bellevue la Forêt winery France,278.945,1021.86,84.17,0.0625
4657,Beach Head winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
4658,Hauck winery US,281.03249999999997,1018.5,79.155,0.0775
4659,Jasper winery US,266.66249999999997,1019.8225,74.75750000000001,0.005
4660,Laura's Vineyard winery US,277.1825,1020.1425,77.925,0.1875
4661,Sonoma Creek winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
4662,Benegas winery Argentina,296.04,971.94,46.01,0.0125
4663,j.brix winery US,283.5425,1018.515,61.94749999999999,0.035
4664,Hinman winery US,276.025,1019.8875,85.45249999999999,0.057499999999999996
4665,Johannes Kunz winery Germany,276.745,1016.5625,85.615,0.12000000000000001
4666,Weingut Keller winery Germany,276.91,1018.3774999999999,87.415,0.13
4667,Kontokosta winery US,272.74749999999995,1016.8375,70.14250000000001,0.14
4668,Trotter 1/16 winery US,272.25250000000005,1020.925,75.6575,0.08000000000000002
4669,Huston winery US,268.67499999999995,1022.525,81.3175,0.02
4670,J. Moss Wines winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
4671,Luke Donald winery US,268.16499999999996,1017.9525,78.89000000000001,0.0325
4672,Marcel Hugg winery France,275.945,1014.6075,86.3125,0.1975
4673,Brady Cellars winery US,279.685,1018.23,73.42,0.025
4674,Chesebro winery US,282.145,1019.67,71.3375,0.0475
4675,Domaine de la Petite Cassagne winery France,279.34999999999997,1020.3074999999999,88.86500000000001,0.09
4676,Inurrieta winery Spain,278.94500000000005,1012.1175000000001,80.2525,0.052500000000000005
4677,Piollot Père et Fils winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4678,Waimea winery New Zealand,290.48,1011.495,78.5125,0.145
4679,Château Haut Grand Champ winery France,275.945,1014.6075,86.3125,0.1975
4680,una.wine winery Austria,274.24749999999995,1016.4425,79.965,0.295
4681,Punga Cove winery New Zealand,290.48,1011.495,78.5125,0.145
4682,El Fogón winery Argentina,296.04,971.94,46.01,0.0125
4683,Pannotia Vineyards winery Argentina,280.4425,1019.805,73.02250000000001,0.26
4684,Bonfiglio winery Italy,285.655,1018.6274999999999,74.66499999999999,0.07250000000000001
4685,Nicora winery US,282.145,1019.67,71.3375,0.0475
4686,Chateau de Pibarnon winery France,281.9275,1019.2825,79.215,0.052500000000000005
4687,Cherry Pie winery US,276.885,1020.4425,71.7725,0.19
4688,VJB winery US,281.03249999999997,1018.5,79.155,0.0775
4689,Heaven's Cave winery US,278.65999999999997,1019.55,77.17750000000001,0.16999999999999998
4690,Sassy Bitch winery Chile,283.9075,1019.6275,76.72749999999999,0.255
4691,Grey's Peak winery New Zealand,271.775,1016.0350000000001,69.2525,0.135
4692,Golden Ridge winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
4693,La Vidaubanaise winery France,281.9275,1019.2825,79.215,0.052500000000000005
4694,Le Bonheur winery France,277.295,1019.12,81.27250000000001,0.095
4695,Bastide des Deux Lunes winery France,281.9275,1019.2825,79.215,0.052500000000000005
4696,Fourrey et Fils winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4697,Hauer of the Dauen winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
4698,Flynn winery US,276.885,1020.4425,71.7725,0.19
4699,Beran winery US,281.03249999999997,1018.5,79.155,0.0775
4700,Rockledge Vineyards winery US,292.6875,1019.0625,82.26499999999999,0.13499999999999998
4701,Les Voleurs winery US,280.4425,1019.805,73.02250000000001,0.26
4702,Liebart-Régnier winery France,278.11,1018.305,89.99,0.08
4703,Cape Mentelle winery Australia,297.0025,1011.905,49.605000000000004,0.022500000000000003
4704,Madison Ridge winery Australia,276.885,1020.4425,71.7725,0.19
4705,Tamar Ridge winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
4706,Mellisoni winery US,269.095,1001.7425,80.53,0.065
4707,Blacklist winery US,276.885,1020.4425,71.7725,0.19
4708,Keeler winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
4709,Cava Maciel winery Mexico,282.1675,993.52,61.7325,0.03
4710,Baker & Brain winery US,280.2,1020.225,66.68,0.0125
4711,Biecher & Schaal winery France,275.945,1014.6075,86.3125,0.1975
4712,Willow Crest winery US,269.095,1001.7425,80.53,0.065
4713,Clément Klur winery France,275.945,1014.6075,86.3125,0.1975
4714,Terre de Loups winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
4715,Château Ribaute winery France,282.0174999999999,1014.2975,63.565,0.0075
4716,D'Autrefois winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4717,Domaine de la Motte winery France,280.355,1010.9225,69.8325,0.115
4718,Gran Verano winery Chile,292.86749999999995,996.51,48.405,0.0
4719,Castelmaure winery France,282.0174999999999,1014.2975,63.565,0.0075
4720,Château Guilhem winery France,282.0174999999999,1014.2975,63.565,0.0075
4721,Domaine Sainte Croix winery France,282.0174999999999,1014.2975,63.565,0.0075
4722,Flying Fish winery US,276.80249999999995,1018.28,84.1975,0.1475
4723,Most Wanted Winery winery US,276.885,1020.4425,71.7725,0.19
4724,Sansonina winery Italy,275.7675,1016.0975000000001,83.08749999999999,0.11
4725,Exuberance winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
4726,Josef Weger winery Italy,271.93,990.155,75.185,0.1275
4727,Early Mountain winery US,277.4675,1019.2974999999999,70.09,0.1225
4728,Michael Florentino Cellars winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
4729,Villa Mt. Eden winery US,281.63,1019.21,73.97,0.0875
4730,Baldassari Family Wines winery US,281.03249999999997,1018.5,79.155,0.0775
4731,Zantho winery Austria,273.9,1018.9325,85.6,0.030000000000000002
4732,Eagle Castle winery US,282.145,1019.67,71.3375,0.0475
4733,The Crusher winery US,269.44,1018.5799999999999,78.08000000000001,0.1275
4734,Spell Wine winery US,276.885,1020.4425,71.7725,0.19
4735,Maison Denuzière winery France,277.115,1020.585,82.14,0.055
4736,Prieler winery Austria,274.24749999999995,1016.4425,79.965,0.295
4737,Roger Roessler winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
4738,Stewart Cellars winery US,281.03249999999997,1018.5,79.155,0.0775
4739,Vidal-Fleury winery France,277.295,1019.12,81.27250000000001,0.095
4740,Chappellet winery US,281.03249999999997,1018.5,79.155,0.0775
4741,Douglas Vineyards winery US,279.46000000000004,1019.4825000000001,73.85,0.235
4742,Odette winery US,280.7575,1020.3425,73.895,0.10250000000000001
4743,Alma Fria winery US,282.515,1018.25,54.715,0.0175
4744,Aril winery US,272.25250000000005,1020.925,75.6575,0.08000000000000002
4745,Domaine Gérard Duplessis winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4746,Carson Scott winery US,269.44,1018.5799999999999,78.08000000000001,0.1275
4747,Dancing Crow winery US,281.03249999999997,1018.5,79.155,0.0775
4748,Etienne le Riche winery South Africa,294.2625,1013.0525,70.8775,0.265
4749,Bartho Eksteen winery South Africa,293.11,1003.365,66.9275,0.255
4750,Boschkloof winery South Africa,294.2625,1013.0525,70.8775,0.265
4751,Groot Constantia winery South Africa,294.2625,1013.0525,70.8775,0.265
4752,Newton Johnson winery South Africa,293.11,1003.365,66.9275,0.255
4753,Pewsey Vale winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
4754,Cave de Chardonnay winery France,276.885,1020.4425,71.7725,0.19
4755,Dynamite Vineyards winery US,281.03249999999997,1018.5,79.155,0.0775
4756,André Blanck et ses Fils winery France,275.945,1014.6075,86.3125,0.1975
4757,M2 winery US,280.23,1020.2149999999999,75.69,0.055
4758,Redwood Creek winery US,281.03249999999997,1018.5,79.155,0.0775
4759,Lake Chelan winery US,269.095,1001.7425,80.53,0.065
4760,Kyra winery US,269.095,1001.7425,80.53,0.065
4761,Pepperwood Grove winery Chile,278.52750000000003,1020.1275,76.5975,0.2175
4762,Château la Vivonne winery France,281.9275,1019.2825,79.215,0.052500000000000005
4763,M. Chapoutier winery France,277.115,1020.585,82.14,0.055
4764,Mathew Bruno winery US,277.375,1020.0125,79.19749999999999,0.23500000000000001
4765,Flying Horse winery US,281.03249999999997,1018.5,79.155,0.0775
4766,Franz Künstler winery Germany,276.745,1016.5625,85.615,0.12000000000000001
4767,Paxá Wines winery Portugal,287.1375,1027.6075,76.3575,0.01
4768,Northwest Totem Cellars winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
4769,Tzuba winery Israel,285.6925,1013.675,74.91499999999999,0.11
4770,Inocencio winery US,271.33000000000004,1016.3325,80.11999999999999,0.1175
4771,Peter Zemmer winery Italy,271.93,990.155,75.185,0.1275
4772,Tangley Oaks winery US,276.885,1020.4425,71.7725,0.19
4773,Château de l'Escarelle winery France,281.9275,1019.2825,79.215,0.052500000000000005
4774,Oakville Terraces winery US,281.03249999999997,1018.5,79.155,0.0775
4775,Tahbilk winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
4776,Enticer winery US,291.32250000000005,1018.6225,83.2775,0.0925
4777,Gallegos winery US,281.03249999999997,1018.5,79.155,0.0775
4778,Duck Walk winery US,272.74749999999995,1016.8375,70.14250000000001,0.14
4779,Maniña winery Chile,292.86749999999995,996.51,48.405,0.0
4780,Chef's Coat winery US,276.885,1020.4425,71.7725,0.19
4781,Dead On winery US,268.72249999999997,1016.4975,65.2025,0.0275
4782,Zagan's Fire winery US,274.115,1020.8325,77.925,0.11000000000000001
4783,Sandhi winery US,285.08,1018.895,58.4075,0.01
4784,Luko winery US,269.9725,1015.9375,78.4025,0.10500000000000001
4785,Wynns Coonawarra Estate winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
4786,Moss Wood winery Australia,297.0025,1011.905,49.605000000000004,0.022500000000000003
4787,Michele Satta winery Italy,280.01,1018.8175,86.6625,0.125
4788,Ruby Hill Winery winery US,281.6275,1018.985,73.14750000000001,0.0775
4789,Waris Hubert winery France,278.11,1018.305,89.99,0.08
4790,Broadley winery US,276.025,1019.8875,85.45249999999999,0.057499999999999996
4791,Westport Winery winery US,272.165,1016.14,71.2475,0.135
4792,Les Hauts de Lagarde winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
4793,Château Au Grand Paris winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4794,Château Queyssard winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4795,Château Pilet winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4796,Garré winery US,281.6275,1018.985,73.14750000000001,0.0775
4797,Château Jean Faux winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4798,Château Puy Rigaud winery France,277.54999999999995,1013.0525,79.0475,0.035
4799,Château Roc de Boissac winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4800,Gear and Sprocket winery US,278.65999999999997,1019.55,77.17750000000001,0.16999999999999998
4801,Chapuy winery France,278.11,1018.305,89.99,0.08
4802,Château Miraval winery France,281.9275,1019.2825,79.215,0.052500000000000005
4803,Iby winery Austria,274.24749999999995,1016.4425,79.965,0.295
4804,Jackson Estate winery New Zealand,290.48,1011.495,78.5125,0.145
4805,Laura Michael winery US,281.03249999999997,1018.5,79.155,0.0775
4806,High Valley Vineyard winery US,281.03249999999997,1018.5,79.155,0.0775
4807,Balgownie Estate winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
4808,Willi Schaefer winery Germany,275.71,1014.9425,92.215,0.135
4809,Domaine Philippe Goulley winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4810,Domaine Pierre Labet winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4811,Abbazia Santa Anastasia winery Italy,285.8925,1021.18,72.9875,0.0375
4812,Sno Road winery US,269.095,1001.7425,80.53,0.065
4813,32 Winds winery US,281.03249999999997,1018.5,79.155,0.0775
4814,Fogline Vineyards winery US,281.03249999999997,1018.5,79.155,0.0775
4815,Mulvane Wine Co. winery US,269.835,1015.5124999999999,59.349999999999994,0.0125
4816,Bernard Reverdy et Fils winery France,278.405,1019.5975,90.47500000000001,0.0625
4817,Bertrand Jeannot et Fils winery France,278.405,1019.5975,90.47500000000001,0.0625
4818,Corner 103 winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
4819,Camiana winery US,281.03249999999997,1018.5,79.155,0.0775
4820,Michael Rose Cellars winery US,280.4675,1020.615,74.815,0.024999999999999998
4821,Tulip Winery winery Israel,288.0625,1020.085,76.3225,0.09
4822,ecoVINO winery US,270.2375,1017.4075,78.4225,0.0775
4823,Yorkville Cellars winery US,281.03249999999997,1018.5,79.155,0.0775
4824,J Ludlow winery US,273.21000000000004,1016.9949999999999,77.8,0.16249999999999998
4825,Lola Kay winery US,277.375,1020.0125,79.19749999999999,0.23500000000000001
4826,Blakeslee winery US,276.21999999999997,1020.7575,76.705,0.14
4827,Cremaschi Furlotti winery Chile,293.32,1000.435,59.6525,0.0
4828,Hestia Cellars winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
4829,Shaky Bridge winery New Zealand,287.5425,996.5475,75.0575,0.085
4830,Caves de Rauzan winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4831,Paul Mathew winery US,281.03249999999997,1018.5,79.155,0.0775
4832,Domaine Alain Jeanniard winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4833,Domaine du Prieuré winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4834,Domaine Roger Belland winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4835,Josef Schmid winery Austria,274.24749999999995,1016.4425,79.965,0.295
4836,McPherson winery US,275.53999999999996,1006.4775,64.03,0.0175
4837,Twisted River winery Germany,280.0625,1020.4075,75.7475,0.08249999999999999
4838,Eugenio Collavini winery Italy,277.61,1016.7075,79.6325,0.14750000000000002
4839,Carneros Highway winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
4840,Michel Redde et Fils winery France,276.885,1020.4425,71.7725,0.19
4841,Gimenez Mendez winery Uruguay,295.5125,1012.135,70.12,0.0325
4842,Bieler Père et Fils winery France,276.885,1020.4425,71.7725,0.19
4843,Château Castel des Maures winery France,281.9275,1019.2825,79.215,0.052500000000000005
4844,La Châsse winery France,276.885,1020.4425,71.7725,0.19
4845,La Forcine winery France,279.05,1020.2575,89.96000000000001,0.09750000000000002
4846,Le Val winery France,281.9275,1019.2825,79.215,0.052500000000000005
4847,Confidence winery France,277.375,1020.0125,79.19749999999999,0.23500000000000001
4848,Tug Hill winery US,270.2325,1015.0600000000001,78.1,0.08249999999999999
4849,Karl Erbes winery Germany,275.71,1014.9425,92.215,0.135
4850,Grans-Fassian winery Germany,275.71,1014.9425,92.215,0.135
4851,Illumination winery US,277.375,1020.0125,79.19749999999999,0.23500000000000001
4852,Antonio Gonzalez winery Argentina,296.04,971.94,46.01,0.0125
4853,Haarth winery Argentina,295.40749999999997,942.7025,35.68000000000001,0.0375
4854,Krug winery France,278.11,1018.305,89.99,0.08
4855,Orion Wines winery Italy,271.93,990.155,75.185,0.1275
4856,Paradise Peak winery US,276.885,1020.4425,71.7725,0.19
4857,Moonbeam winery US,272.28,1018.7874999999999,78.04,0.1225
4858,Naked Mountain winery US,275.39,1018.99,70.985,0.10500000000000001
4859,Gifford Hirlinger winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
4860,Cave de Tain winery France,277.115,1020.585,82.14,0.055
4861,Dilecta winery US,282.145,1019.67,71.3375,0.0475
4862,Sea Monster winery US,268.86750000000006,1008.4449999999999,83.86,0.030000000000000002
4863,Archival winery US,277.375,1020.0125,79.19749999999999,0.23500000000000001
4864,de Lancellotti winery US,276.21999999999997,1020.7575,76.705,0.14
4865,Portalupi winery US,281.03249999999997,1018.5,79.155,0.0775
4866,Pierre Merguey winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4867,Jamie Slone Wines winery US,285.08,1018.895,58.4075,0.01
4868,Makura Estate winery Israel,288.0625,1020.085,76.3225,0.09
4869,Skylite winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
4870,Fernwood winery US,281.61,1019.87,73.3725,0.0825
4871,King Family winery US,277.4675,1019.2974999999999,70.09,0.1225
4872,Murray winery US,285.08,1018.895,58.4075,0.01
4873,Tapestry winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
4874,Pappas Wine Company winery US,272.25250000000005,1020.925,75.6575,0.08000000000000002
4875,Marchesi Ginori Lisci winery Italy,280.01,1018.8175,86.6625,0.125
4876,Curtis winery US,285.08,1018.895,58.4075,0.01
4877,Naughty Boy winery US,281.03249999999997,1018.5,79.155,0.0775
4878,next: winery US,276.885,1020.4425,71.7725,0.19
4879,Samuel Robert winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
4880,Schultz winery US,270.7925,1015.5975000000001,77.225,0.07500000000000001
4881,Auguste Bonhomme winery France,280.36,1020.8149999999999,89.03,0.09000000000000001
4882,Mason Cellars winery US,280.7575,1020.3425,73.895,0.10250000000000001
4883,Domaine Jean-Michel Gerin winery France,277.295,1019.12,81.27250000000001,0.095
4884,Copper Belt winery US,268.67499999999995,1022.525,81.3175,0.02
4885,Heritance winery US,274.0775,1018.5825,70.28750000000001,0.15
4886,Versant Vineyards winery US,273.21000000000004,1016.9949999999999,77.8,0.16249999999999998
4887,Abiouness winery US,281.03249999999997,1018.5,79.155,0.0775
4888,Chatom Vineyards winery US,280.23,1020.2149999999999,75.69,0.055
4889,Aguirre winery Chile,292.86749999999995,996.51,48.405,0.0
4890,Domaine de Bernier winery France,280.2075,1019.7475,75.9525,0.245
4891,Mount Fishtail winery New Zealand,290.48,1011.495,78.5125,0.145
4892,Churton winery New Zealand,290.48,1011.495,78.5125,0.145
4893,Lavradores de Feitoria winery Portugal,284.04,1021.5799999999999,85.51750000000001,0.085
4894,Vintales winery South Africa,275.40500000000003,1019.0325,70.965,0.10250000000000001
4895,Gregory Graham winery US,281.03249999999997,1018.5,79.155,0.0775
4896,Tucannon winery US,269.095,1001.7425,80.53,0.065
4897,Domaine des Terres Dorées winery France,277.295,1019.12,81.27250000000001,0.095
4898,Domaine Gresser winery France,275.945,1014.6075,86.3125,0.1975
4899,St. Lucas winery Argentina,269.9725,1015.9375,78.4025,0.10500000000000001
4900,Château de Vaucouleurs winery France,280.355,1010.9225,69.8325,0.115
4901,Domaine Saint Roman d'Esclans winery France,280.355,1010.9225,69.8325,0.115
4902,Leindl winery Austria,274.24749999999995,1016.4425,79.965,0.295
4903,Château des Bertrands winery France,281.9275,1019.2825,79.215,0.052500000000000005
4904,Château du Carrubier winery France,281.9275,1019.2825,79.215,0.052500000000000005
4905,Ninquén winery Chile,293.3375,999.1825,58.760000000000005,0.1
4906,Dusty Cellars winery US,276.36,1019.435,81.0675,0.1475
4907,Two Brothers winery US,278.21999999999997,1021.345,69.39000000000001,0.16999999999999998
4908,Benjamin Leroux winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
